Fixed in,Bug Report,CVE ID,Advisory Impact,Announced,Description,NVD Publish Date,CWE,CVSS2 Severity,Affected Versions,Bug Status,Bug Report Severity,Bug Open Date,Bug Close Date,Affected Files
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1332597,CVE-2017-5398,critical,"March  7, 2017","Mozilla developers and community members Boris Zbarsky, Christian Holler, Honza Bambas, Jon Coppeard, Randell Jesup, André Bargull, Kan-Ru Chen, and Nathan Froyd reported memory safety bugs present in Firefox 51 and Firefox ESR 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,VERIFIED FIXED,critical,1484911569,1485405983,"js/src/jit/JitcodeMap.cpp,js/src/jit/Ion.cpp,js/src/jsapi-tests/testIntern.cpp,js/src/vm/Debugger.cpp,js/src/jswatchpoint.cpp,js/src/gc/Marking.cpp,js/src/jsgc.cpp,js/src/vm/RegExpObject.cpp,js/src/vm/TypeInference.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1338383,CVE-2017-5398,critical,"March  7, 2017","Mozilla developers and community members Boris Zbarsky, Christian Holler, Honza Bambas, Jon Coppeard, Randell Jesup, André Bargull, Kan-Ru Chen, and Nathan Froyd reported memory safety bugs present in Firefox 51 and Firefox ESR 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,VERIFIED FIXED,critical,1486688969,1487107312,js/src/jsgc.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1321612,CVE-2017-5398,critical,"March  7, 2017","Mozilla developers and community members Boris Zbarsky, Christian Holler, Honza Bambas, Jon Coppeard, Randell Jesup, André Bargull, Kan-Ru Chen, and Nathan Froyd reported memory safety bugs present in Firefox 51 and Firefox ESR 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1480618769,1487863995,netwerk/streamconv/converters/nsMultiMixedConv.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1322971,CVE-2017-5398,critical,"March  7, 2017","Mozilla developers and community members Boris Zbarsky, Christian Holler, Honza Bambas, Jon Coppeard, Randell Jesup, André Bargull, Kan-Ru Chen, and Nathan Froyd reported memory safety bugs present in Firefox 51 and Firefox ESR 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1481537392,1487166859,"js/src/jscompartment.cpp,js/src/jsgc.cpp"
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1333568,CVE-2017-5398,critical,"March  7, 2017","Mozilla developers and community members Boris Zbarsky, Christian Holler, Honza Bambas, Jon Coppeard, Randell Jesup, André Bargull, Kan-Ru Chen, and Nathan Froyd reported memory safety bugs present in Firefox 51 and Firefox ESR 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1485293862,1487601669,netwerk/cache/nsDiskCacheDeviceSQL.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1333887,CVE-2017-5398,critical,"March  7, 2017","Mozilla developers and community members Boris Zbarsky, Christian Holler, Honza Bambas, Jon Coppeard, Randell Jesup, André Bargull, Kan-Ru Chen, and Nathan Froyd reported memory safety bugs present in Firefox 51 and Firefox ESR 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1485375751,1487247654,dom/plugins/base/nsNPAPIPlugin.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1335450,CVE-2017-5398,critical,"March  7, 2017","Mozilla developers and community members Boris Zbarsky, Christian Holler, Honza Bambas, Jon Coppeard, Randell Jesup, André Bargull, Kan-Ru Chen, and Nathan Froyd reported memory safety bugs present in Firefox 51 and Firefox ESR 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1485879441,1487247615,dom/base/nsDocument.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1325052,CVE-2017-5398,critical,"March  7, 2017","Mozilla developers and community members Boris Zbarsky, Christian Holler, Honza Bambas, Jon Coppeard, Randell Jesup, André Bargull, Kan-Ru Chen, and Nathan Froyd reported memory safety bugs present in Firefox 51 and Firefox ESR 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,critical,1482323137,1487076466,js/src/jsarray.cpp
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1324379,CVE-2017-5398,critical,"March  7, 2017","Mozilla developers and community members Boris Zbarsky, Christian Holler, Honza Bambas, Jon Coppeard, Randell Jesup, André Bargull, Kan-Ru Chen, and Nathan Froyd reported memory safety bugs present in Firefox 51 and Firefox ESR 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1482139236,1485430777,gfx/cairo/cairo/src/cairo-cff-subset.c
firefox52,https://bugzilla.mozilla.org/show_bug.cgi?id=1336510,CVE-2017-5398,critical,"March  7, 2017","Mozilla developers and community members Boris Zbarsky, Christian Holler, Honza Bambas, Jon Coppeard, Randell Jesup, André Bargull, Kan-Ru Chen, and Nathan Froyd reported memory safety bugs present in Firefox 51 and Firefox ESR 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<52.0,RESOLVED FIXED,normal,1486145383,1487983809,"build/clang-plugin/tests/TestNoRefcountedInsideLambdas.cpp,netwerk/dns/mdns/libmdns/MDNSResponderOperator.cpp,dom/media/MediaManager.cpp,gfx/layers/ipc/CompositorBridgeParent.cpp,dom/u2f/U2F.cpp,dom/media/MediaDecoder.cpp,dom/media/platforms/agnostic/VorbisDecoder.cpp,dom/media/systemservices/CamerasChild.cpp,ipc/mscom/MainThreadHandoff.cpp,dom/presentation/PresentationConnection.cpp,dom/media/NextFrameSeekTask.cpp,dom/media/MediaDecoderStateMachine.cpp,dom/media/ogg/OggDemuxer.cpp,dom/media/webrtc/MediaEngineRemoteVideoSource.cpp,build/clang-plugin/RefCountedInsideLambdaChecker.cpp,build/clang-plugin/clang-plugin.cpp,dom/media/AccurateSeekTask.cpp,dom/media/webrtc/MediaEngineWebRTCAudio.cpp,ipc/mscom/WeakRef.cpp,dom/media/platforms/agnostic/OpusDecoder.cpp,netwerk/streamconv/converters/nsMultiMixedConv.cpp,dom/media/mediasink/DecodedStream.cpp"
firefox51.0.3,https://bugzilla.mozilla.org/show_bug.cgi?id=1337304,CVE-2017-5397,critical,"February  9, 2017",The cache directory on the local file system is set to be world writable. Firefox defaults to extracting libraries from this cache. This allows for the possibility of an installed malicious application or tools with write access to the file system to replace files used by Firefox with their own versions.,06/11/2018,CWE-829,10.0 HIGH,<51.0.3,RESOLVED FIXED,normal,1486459463,1486599247,mozglue/linker/Mappable.cpp
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1325200,CVE-2017-5375,critical,"January 24, 2017",JIT code allocation can allow for a bypass of ASLR and DEP protections leading to potential memory corruption attacks.,06/11/2018,CWE-119,7.5 HIGH,<51.0.1,VERIFIED FIXED,critical,1482355555,1484266147,"js/src/vm/Initialization.cpp,js/src/jit/ExecutableAllocator.cpp,js/src/vm/TypeInference.cpp,js/src/asmjs/AsmJSModule.cpp,js/src/asmjs/WasmCode.cpp,js/src/vm/RegExpObject.cpp,js/src/jsmath.cpp,js/src/jit/ExecutableAllocatorWin.cpp,js/src/wasm/WasmCode.cpp,js/src/jit/ExecutableAllocatorPosix.cpp"
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1311687,CVE-2017-5376,critical,"January 24, 2017",Use-after-free while manipulating XSL in XSLT documents,06/11/2018,CWE-416,7.5 HIGH,<51.0,VERIFIED FIXED,critical,1476971498,1480746261,dom/xslt/xslt/txExecutionState.cpp
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1306883,CVE-2017-5377,critical,"January 24, 2017","A memory corruption vulnerability in Skia that can occur when using transforms to make gradients, resulting in a potentially exploitable crash.",06/11/2018,CWE-119,7.5 HIGH,<51.0,VERIFIED FIXED,normal,1475344345,1478107288,"gfx/skia/skia/src/effects/gradients/SkRadialGradient.cpp,gfx/skia/skia/src/effects/gradients/Sk4fGradientBase.cpp,gfx/skia/skia/src/effects/gradients/SkSweepGradient.cpp,gfx/skia/skia/src/effects/gradients/SkTwoPointConicalGradient.cpp,gfx/skia/skia/src/effects/gradients/SkGradientShader.cpp,gfx/skia/skia/src/effects/gradients/SkLinearGradient.cpp"
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1312001,CVE-2017-5378,high,"January 24, 2017","Hashed codes of JavaScript objects are shared between pages. This allows for pointer leaks because an object’s address can be discovered through hash codes, and also allows for data leakage of an object’s content using these hash codes.",06/11/2018,CWE-200,5.0 MEDIUM,<51.0,VERIFIED FIXED,normal,1477058346,1484253886,"js/src/builtin/MapObject.cpp,js/src/jscompartment.cpp,js/src/gc/Zone.cpp,js/src/vm/Runtime.cpp,js/src/jsgc.cpp"
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1330769,CVE-2017-5378,high,"January 24, 2017","Hashed codes of JavaScript objects are shared between pages. This allows for pointer leaks because an object’s address can be discovered through hash codes, and also allows for data leakage of an object’s content using these hash codes.",06/11/2018,CWE-200,5.0 MEDIUM,<51.0,RESOLVED FIXED,critical,1484254065,1484750234,"js/src/builtin/MapObject.cpp,js/src/vm/Symbol.cpp,js/src/jscompartment.cpp,js/src/jswatchpoint.cpp,js/src/vm/ObjectGroup.cpp"
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1309198,CVE-2017-5379,high,"January 24, 2017",Use-after-free vulnerability in Web Animations when interacting with cycle collection found through fuzzing.,06/11/2018,CWE-416,5.0 MEDIUM,<51.0,VERIFIED FIXED,normal,1476185443,1477325939,dom/base/nsDocument.cpp
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1322107,CVE-2017-5380,high,"January 24, 2017",A potential use-after-free found through fuzzing during DOM manipulation of SVG content. ,06/11/2018,CWE-416,7.5 HIGH,<51.0,VERIFIED FIXED,normal,1480932452,1482262807,"layout/base/nsPresShell.cpp,layout/base/PresShell.cpp"
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1297361,CVE-2017-5390,high,"January 24, 2017","The JSON viewer in the Developer Tools uses insecure methods to create a communication channel for copying and viewing JSON or HTTP headers data, allowing for potential privilege escalation.",06/11/2018,CWE-noinfo,7.5 HIGH,<51.0,RESOLVED FIXED,normal,1471954814,1481107154,-
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1308688,CVE-2017-5389,high,"January 24, 2017",WebExtensions could use the <code>mozAddonManager</code> API by modifying the CSP headers on sites with the appropriate permissions and then using host requests to redirect script loads to a malicious site. This allows a malicious extension to then install additional extensions without explicit user permission.,06/11/2018,CWE-601,5.8 MEDIUM,<51.0,RESOLVED FIXED,normal,1475900564,1480477813,"dom/bindings/Bindings.conf,toolkit/mozapps/extensions/AddonManagerWebAPI.cpp"
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1329403,CVE-2017-5396,high,"January 24, 2017",A use-after-free vulnerability in the Media Decoder when working with media files when some events are fired after the media elements are freed from memory.,06/11/2018,CWE-416,7.5 HIGH,<51.0,RESOLVED FIXED,normal,1483791443,1484778279,dom/base/nsDocument.cpp
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1017616,CVE-2017-5381,moderate,"January 24, 2017","The ""export"" function in the Certificate Viewer can force local filesystem navigation when the ""common name"" in a certificate contains slashes, allowing certificate content to be saved in unsafe locations with an arbitrary filename.",06/11/2018,CWE-22,5.0 MEDIUM,<51.0,RESOLVED FIXED,normal,1401373803,1476267042,-
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1295322,CVE-2017-5382,moderate,"January 24, 2017","Feed preview for RSS feeds can be used to capture errors and exceptions generated by privileged content, allowing for the exposure of internal information not meant to be seen by web content.",06/11/2018,CWE-200,5.0 MEDIUM,<51.0,RESOLVED FIXED,normal,1471298419,1472489669,"dom/bindings/CallbackObject.cpp,dom/bindings/Exceptions.cpp,js/xpconnect/src/XPCThrower.cpp"
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1323338,CVE-2017-5383,moderate,"January 24, 2017","URLs containing certain unicode glyphs for alternative hyphens and quotes do not properly trigger punycode display, allowing for domain name spoofing attacks in the location bar.",06/11/2018,CWE-20,5.0 MEDIUM,<51.0,RESOLVED FIXED,normal,1481674295,1482012541,intl/uconv/nsTextToSubURI.cpp
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1324716,CVE-2017-5383,moderate,"January 24, 2017","URLs containing certain unicode glyphs for alternative hyphens and quotes do not properly trigger punycode display, allowing for domain name spoofing attacks in the location bar.",06/11/2018,CWE-20,5.0 MEDIUM,<51.0,VERIFIED FIXED,normal,1482222898,1484212961,intl/uconv/nsTextToSubURI.cpp
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1255474,CVE-2017-5384,moderate,"January 24, 2017","Proxy Auto-Config (PAC) files can specify a JavaScript function called for all URL requests with the full URL path which exposes more information than would be sent to the proxy itself in the case of HTTPS. Normally the Proxy Auto-Config file is specified by the user or machine owner and presumed to be non-malicious, but if a user has enabled Web Proxy Auto Detect (WPAD) this file can be served remotely.",06/11/2018,CWE-200,4.3 MEDIUM,<51.0,RESOLVED FIXED,normal,1457629416,1474454921,"netwerk/base/ProxyAutoConfig.cpp,netwerk/base/nsPACMan.cpp"
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1295945,CVE-2017-5385,moderate,"January 24, 2017","Data sent with in multipart channels, such as the multipart/x-mixed-replace MIME type, will ignore the referrer-policy response header, leading to potential information disclosure for sites using this header.",06/11/2018,CWE-200,5.0 MEDIUM,<51.0,VERIFIED FIXED,normal,1471435116,1472128135,dom/base/nsDocument.cpp
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1319070,CVE-2017-5386,moderate,"January 24, 2017","WebExtension scripts can use the <code>data:</code> protocol to affect pages loaded by other web extensions using this protocol, leading to potential data disclosure or privilege escalation in affected extensions. ",06/11/2018,CWE-noinfo,7.5 HIGH,<51.0,VERIFIED FIXED,normal,1479738109,1483110739,-
firefox51,https://bugzilla.mozilla.org/show_bug.cgi?id=1222798,CVE-2017-5394,moderate,"January 24, 2017",A location bar spoofing attack where the location bar of loaded page will be shown over the content of another tab due to a series of JavaScript events combined with fullscreen mode. <br><em>Note: This issue only affects Firefox for Android. Other operating systems are not affected.</em>,06/11/2018,CWE-352,6.8 MEDIUM,<51.0,RESOLVED FIXED,normal,1446989885,1470237310,-
